,Biomass,Propane,Heat
0,0.0,0.0,0.0
1,415.4156728694417,0.0,323.1933934924257
2,417.73778920308484,30.71472837415621,351.84467259901254
3,417.73778920308484,62.1722339292906,379.3385324542
4,417.73778920308484,94.99294900635249,408.02383743155207
5,417.73778920308484,125.23273721170386,434.45341232302917
6,417.73778920308484,151.6037709738129,457.50169583111244
7,417.73778920308484,178.01660480573986,480.5865126002167
8,417.73778920308484,203.92380837343234,503.22940851837984
9,417.73778920308484,229.287654236386,525.3974098026014
10,417.73778920308484,254.36927958948007,547.3187503612056
11,417.73778920308484,278.02704814354564,567.9956400774589
12,417.73778920308484,300.2794527050701,587.4442416642313
13,417.73778920308484,322.04398568633366,606.4664434898556
14,417.73778920308484,343.32767730559516,625.0683899650902
15,417.73778920308484,363.2444858480216,642.4756806311709
16,417.73778920308484,381.8764039024838,658.7599770107709
17,417.73778920308484,397.334533594671,672.2703823617425
18,417.73778920308484,409.6209076650371,683.0086732992424
19,417.73778920308484,420.74143664518584,692.7280156278924
20,417.73778920308484,430.8275904315249,701.5433140371528
21,417.73778920308484,444.16335484034136,713.1987721304583
22,417.73778920308484,460.9643868428363,727.8828741006389
23,417.73778920308484,477.2100954408848,742.0816234153333
24,417.73778920308484,492.9142310312977,755.8070379213542
25,417.73778920308484,504.1541888460145,765.6307610514167
26,417.73778920308484,510.83657591005607,771.471167345389
27,417.73778920308484,516.874465915459,776.7482832101111
28,417.73778920308484,522.6370405192204,781.7847734137986
29,417.73778920308484,528.950012828685,787.3023112122708
30,417.73778920308484,536.1814356895898,793.6225747927015
31,417.73778920308484,536.4701131986317,793.8748789356041
32,417.73778920308484,668.3615146626464,909.1479638151528
33,417.73778920308484,652.5164066378718,895.2993394014999
34,417.73778920308484,653.3771608494628,896.0516385824304
35,417.73778920308484,632.7583492757992,878.0307972670486
36,417.73778920308484,598.105492877884,847.7442007752707
37,417.73778920308484,567.2067036854817,820.738659021111
38,417.73778920308484,539.7622041312054,796.7521664106736
39,417.73778920308484,516.6265299008471,776.5315871333403
40,417.73778920308484,492.511088582062,755.4546914207222
41,417.73778920308484,466.6864783305602,732.8839820609096
42,417.73778920308484,434.92167475927243,705.1215437396041
43,417.73778920308484,413.0854023210987,686.0366416286403
44,417.73778920308484,401.2243687921704,675.6700983243569
45,417.73778920308484,389.4073714606313,665.3420426565917
46,417.73778920308484,376.78878699135197,654.3133998304417
47,417.73778920308484,369.2795444815186,647.7503218768472
48,417.73778920308484,368.1250467490967,646.7412908587105
49,417.73778920308484,374.79245351040566,652.5686043680945
50,417.73778920308484,379.407254373283,656.6019403222493
51,417.73778920308484,371.42497612755693,649.6254291354848
52,417.73778920308484,340.40974977787624,622.5181213058638
53,417.73778920308484,319.4243963493954,604.1769224093716
54,417.73778920308484,295.25557121530636,583.0533692421777
55,417.73778920308484,292.5134163526879,580.6567258922493
56,417.73778920308484,308.4867026626916,594.6173781271924
57,417.73778920308484,312.527635628028,598.1491535388965
58,417.73778920308484,298.42482455524095,585.8232966612806
59,417.73778920308484,327.60834864065436,611.3296967119319
60,417.73778920308484,406.8748555495137,680.608623750275
61,417.73778920308484,508.2407123253956,769.2023825723958
62,417.73778920308484,587.4481044030797,838.4296432482917
63,417.73778920308484,607.58546685485,856.0296980311389
64,417.73778920308484,619.878315723136,866.7736479420208
65,417.73778920308484,627.9926693543175,873.8655930156735
66,417.73778920308484,665.0056262357534,906.2149173300485
67,417.73778920308484,529.6964811299263,787.9547245075556
68,417.73778920308484,539.3001534204091,796.3483340894375
69,417.73778920308484,551.4018857653828,806.9252481589446
70,417.73778920308484,556.9221980318064,811.7500010797987
71,417.73778920308484,560.7811897457889,815.1227598378194
72,417.73778920308484,563.7346069655002,817.7040464878472
73,417.73778920308484,563.0804535143498,817.1323163715416
74,417.73778920308484,558.8745672450023,813.456371772132
75,417.73778920308484,554.0598646414951,809.2483216966667
76,417.73778920308484,548.7231396883901,804.5840240876529
77,417.73778920308484,546.2585585072461,802.4299801353332
78,417.73778920308484,546.7792819587862,802.8850924319792
79,417.73778920308484,547.0833532181382,803.1508507126528
80,417.73778920308484,547.2065083241166,803.2584882752778
81,417.73778920308484,548.177279174088,804.1069419981528
82,417.73778920308484,550.0207814225384,805.7181629632986
83,417.73778920308484,551.7409431638062,807.2215843251666
84,417.73778920308484,553.3495880483488,808.6275399542568
85,417.73778920308484,556.8315926778303,811.6708120004237
86,417.73778920308484,562.23133178125,816.3901839768124
87,417.73778920308484,567.6045402533848,821.0863681814583
