,Biomass,BiomassCost,BiomassTons,MeOHInput,MeOHLitersIn,MeOHCostIn,Elec,ElecRevenue,MeOH,MeOHRevenue,MeOHLiters,H2,H2Revenue,Heat,HeatRevenue,ObjectiveFunction
0,2000000.0,34200.0,514.2857142857143,38448.350830611234,7605.16829616486,5836.459656086785,47012.0,5171.32,225272.0,34196.2896,44559.296703296706,544214.0,65414.5228,816592.7906324279,0.0,-64745.67274391339
1,2000000.0,34200.0,514.2857142857143,69974.69858921306,13841.149171492694,10622.159245842542,86618.0,9527.98,231398.0,35126.2164,45771.032967032974,429374.0,51610.7548,913002.3374966015,0.0,-51442.79195415763
2,2000000.0,34200.0,514.2857142857143,30306.839429496278,5994.759447592671,4600.578225397535,33810.0,3719.1,224310.0,34050.257999999994,44369.010989010996,571010.0,68635.402,753491.6297564091,0.0,-67604.18177460256
3,2000000.0,34200.0,514.2857142857143,43256.08336171532,8556.148357262371,6566.273454308385,36386.0,4002.46,226346.0,34359.322799999994,44771.73626373627,546128.0,65644.5856,787087.2115065925,0.0,-63240.094945691824
4,2000000.0,34200.0,514.2857142857143,26235.130677684723,5189.366507673902,3982.492836872541,57960.0,6375.6,228960.0,34756.128,45288.79120879121,491260.0,59049.452,781995.2147885361,0.0,-61998.68716312758
5,2000000.0,34200.0,514.2857142857143,20738.056062526317,4102.033067312898,3148.0369102914947,5796.0,637.5600000000001,222396.0,33759.7128,43990.41758241758,626516.0,75307.22320000001,601621.0494413687,0.0,-72356.45908970862
6,2000000.0,34200.0,514.2857142857143,3098.5248432433086,612.8950239382369,470.3560712043342,3.1032652775256937e-13,3.413591805278263e-14,222000.0,33699.6,43912.08791208792,638000.0,76687.6,510093.0783787426,0.0,-75716.84392879576
7,2000000.0,34200.0,514.2857142857143,6719.121989435363,1329.0570968113905,1019.962717996288,-2.852751674888039e-13,-3.1380268423768427e-14,222000.0,33699.6,43912.08791208792,638000.0,76687.6,507559.4180471637,0.0,-75167.2372820038
8,2000000.0,34200.0,514.2857142857143,96.39475160387096,19.06709372384261,14.63272329346761,8.459963498291976e-14,9.305959848121173e-15,222000.0,33699.6,43912.08791208792,638000.0,76687.6,381619.2929349855,0.0,-76172.56727670663
9,2000000.0,34200.0,514.2857142857143,0.0,0.0,0.0,2.0722144528902117e-14,2.2794358981792327e-15,222000.0,33699.6,43912.08791208792,638000.0,76687.6,325708.37150017987,0.0,-76187.2000000001
10,2000000.0,34200.0,514.2857142857143,93.64733696038645,18.523649069087433,14.215665750586663,9.43963331878561e-14,1.038359665066417e-14,222000.0,33699.6,43912.08791208792,638000.0,76687.6,360288.9553865988,0.0,-76172.98433424952
11,2000000.0,34200.0,514.2857142857143,0.0,0.0,0.0,0.0,0.0,222000.0,33699.6,43912.08791208792,638000.0,76687.6,195841.12759485448,0.0,-76187.2000000001
12,2000000.0,34200.0,514.2857142857143,0.0,0.0,0.0,0.0,0.0,222000.0,33699.6,43912.08791208792,638000.0,76687.6,240589.22844762655,0.0,-76187.2000000001
13,2000000.0,34200.0,514.2857142857143,0.0,0.0,0.0,0.0,0.0,222000.0,33699.6,43912.08791208792,638000.0,76687.6,70181.73639348058,0.0,-76187.2000000001
