,Biomass,BiomassCost,BiomassTons,MeOHInput,MeOHLitersIn,MeOHCostIn,Elec,ElecRevenue,MeOH,MeOHRevenue,MeOHLiters,H2,H2Revenue,Heat,HeatRevenue,ObjectiveFunction
0,1999991.4334298049,34199.853511649664,514.2835114533784,53904.03834969336,10662.337255983302,5848.588160941729,28980.0,4926.6,224038.79211360248,24308.20894432587,44315.365473020276,579942.0,198920.10600000003,803810.4837757578,0.0,-188106.47327173426
1,1999986.7848859432,34199.77402154963,514.2823161135283,91212.43246634117,18042.019608726827,9896.548922598016,94668.0,16093.560000000001,228586.136668918,24801.595828577603,45214.840220225546,449152.0,154059.136,895660.9182384006,0.0,-150857.9688844326
2,2000000.0,34200.0,514.2857142857143,36793.06192234823,7277.748512112837,3992.0472185747826,26404.0,4488.68,223804.0,24282.734,44268.92307692308,585684.0,200889.61200000002,748241.8499829447,0.0,-191468.97878142426
3,1999740.5253620488,34195.56298369104,514.2189922359554,60963.13227464061,12058.641548830012,6614.499851798506,25116.000000000004,4269.720000000001,224639.41407604894,24373.37642725131,44434.16981724045,578028.0,198263.60400000002,772314.7259978469,0.0,-186096.63759176107
4,1999825.47257825,34197.015581088075,514.2408358058358,46827.96389106555,9262.674176254724,5080.834082180612,60536.0,10291.12,226471.39163353326,24572.14599223836,44796.53900443515,514228.0,176380.20400000003,765003.6244421043,0.0,-171965.6203289704
5,2000000.0,34200.0,514.2857142857143,25592.44278068203,5062.241429145897,2776.7800417040003,322.0000000000078,54.74000000000133,222022.0,24089.387,43916.43956043956,637362.0,218615.16600000003,597482.4742822893,0.0,-205782.51295829457
6,2000000.0,34200.0,514.2857142857143,3098.5248432433114,612.8950239382375,336.18994549189927,6.225333744534548e-12,1.0583067365708733e-12,222000.0,24087.0,43912.08791208792,638000.0,218834.00000000003,510093.0783787426,0.0,-208384.8100545068
7,2000000.0,34200.0,514.2857142857143,6719.121989435373,1329.0570968113925,729.0247358537379,7.703046728718253e-12,1.309517943882103e-12,222000.0,24087.0,43912.08791208792,638000.0,218834.00000000003,507559.4180471637,0.0,-207991.97526414494
8,2000000.0,34200.0,514.2857142857143,96.39475160387563,19.067093723843534,10.458830549020506,8.582558211030198e-12,1.4590348958751337e-12,222000.0,24087.0,43912.08791208792,638000.0,218834.00000000003,381619.2929349855,0.0,-208710.5411694496
9,2000000.0,34200.0,514.2857142857143,9.649616290087922e-12,1.9087153101272814e-12,1.0469833674745396e-12,1.1886844945316865e-11,2.0207636407038673e-12,222000.0,24087.0,43912.08791208792,638000.0,218834.00000000003,325708.37150017987,0.0,-208720.9999999986
10,2000000.0,34200.0,514.2857142857143,93.64733696040108,18.523649069090325,10.160736060203517,1.4150713934563869e-11,2.405621368875858e-12,222000.0,24087.0,43912.08791208792,638000.0,218834.00000000003,360288.9553865988,0.0,-208710.83926393837
11,2000000.0,34200.0,514.2857142857143,1.8854330155917096e-11,3.7294279429286565e-12,2.045694821917005e-12,1.646785569280433e-11,2.799535467776736e-12,222000.0,24087.0,43912.08791208792,638000.0,218834.00000000003,195841.12759485445,0.0,-208720.9999999986
12,2000000.0,34200.0,514.2857142857143,8.308666600619286e-12,1.6434725144082107e-12,9.014903261671926e-13,8.706856834985399e-12,1.480165661947518e-12,222000.0,24087.0,43912.08791208792,638000.0,218834.00000000003,240589.22844762655,0.0,-208720.9999999986
13,2000000.0,34200.0,514.2857142857143,8.921677584785984e-12,1.7647274343532717e-12,9.680020179492793e-13,8.642143011225881e-12,1.4691643119083999e-12,222000.0,24087.0,43912.08791208792,638000.0,218834.00000000003,70181.73639348056,0.0,-208720.9999999986
