,Biomass,BiomassCost,BiomassTons,MeOHInput,MeOHLitersIn,MeOHCostIn,Elec,ElecRevenue,MeOH,MeOHRevenue,MeOHLiters,H2,H2Revenue,Heat,HeatRevenue,ObjectiveFunction
0,1999991.4334298049,34199.853511649664,514.2835114533784,53904.038349693474,10662.337255983326,3503.762492730076,28979.999999999985,4926.599999999998,224038.79211360248,14562.521487384161,44315.365473020276,579942.0,198920.10600000003,803754.7466227438,0.0,-180705.61148300095
1,1999986.7848859432,34199.77402154963,514.2823161135283,91212.43246634131,18042.019608726856,5928.808110312186,94668.0,16093.560000000001,228586.136668918,14858.098883479672,45214.840220225546,449152.0,154059.136,895510.8956210514,0.0,-144882.212751619
2,2000000.0,34200.0,514.2857142857143,36793.06192234832,7277.748512112856,2391.549024952641,26403.999999999985,4488.679999999998,223804.0,14547.26,44268.92307692308,585684.0,200889.61200000002,748116.8198797455,0.0,-183334.00297504314
3,1999740.5253620488,34195.56298369104,514.2189922359554,60963.13227464075,12058.64154883004,3962.6035978516493,25115.999999999975,4269.719999999996,224639.41407604894,14601.561914943182,44434.16981724045,578028.0,198263.60400000002,772242.4807013825,0.0,-178976.71933339685
4,1999825.47257825,34197.015581088075,514.2408358058358,46827.963891065614,9262.674176254737,3043.817652919265,60536.0,10291.12,226471.39163353326,14720.640456179663,44796.53900443515,514228.0,176380.20400000003,764876.4776465917,0.0,-164151.1312221701
5,2000000.0,34200.0,514.2857142857143,25592.44278068209,5062.241429145908,1663.5087807443358,321.9999999999805,54.73999999999669,222022.0,14431.43,43916.43956043956,637362.0,218615.16600000003,597482.4742822892,0.0,-197237.82721925047
6,2000000.0,34200.0,514.2857142857143,3098.52484324333,612.8950239382411,201.40411481081645,-1.4467850675262939e-11,-2.4595346147947e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,510093.0783787426,0.0,-198862.59588518398
7,2000000.0,34200.0,514.2857142857143,6719.121989435399,1329.0570968113977,436.742929313301,-1.7704044622657204e-11,-3.0096875858517248e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,507559.4180471637,0.0,-198627.25707068157
8,2000000.0,34200.0,514.2857142857143,96.39475160387951,19.0670937238443,6.265658854252169,-8.742624382671978e-12,-1.4862461450542363e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,381619.2929349855,0.0,-199057.73434114055
9,2000000.0,34200.0,514.2857142857143,8.325775405312165e-12,1.6468566735782306e-12,5.411754013452907e-13,-9.956250778878973e-12,-1.6925626324094256e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,325708.37150017987,0.0,-199063.9999999948
10,2000000.0,34200.0,514.2857142857143,93.64733696039671,18.523649069089462,6.087076902425786,-1.0454869265123395e-11,-1.7773277750709772e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,360288.9553865988,0.0,-199057.91292309237
11,2000000.0,34200.0,514.2857142857143,1.837838680646472e-12,3.635285302377637e-13,1.1945951424202069e-13,-1.6772537681717614e-11,-2.8513314058919947e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,195841.12759485448,0.0,-199063.9999999948
12,2000000.0,34200.0,514.2857142857143,3.003359477718689e-12,5.940711054828177e-13,1.952183660517148e-13,-1.0391116935212816e-11,-1.766489878986179e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,240589.22844762655,0.0,-199063.9999999948
13,2000000.0,34200.0,514.2857142857143,1.0038541115339348e-12,1.9856454953418492e-13,6.525051724970577e-14,-7.0901537428179104e-12,-1.205326136279045e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,70181.73639348058,0.0,-199063.9999999948
14,2000000.0,34200.0,514.2857142857143,3.5600887448753664e-13,7.041933781072154e-14,2.3140576841689882e-14,-6.2658371043561494e-12,-1.0651923077405455e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,58897.87971896104,0.0,-199063.9999999948
15,2000000.0,34200.0,514.2857142857143,4.717244872201081e-13,9.330814032925217e-14,3.066209166930703e-14,-2.8003143613143084e-12,-4.760534414234325e-13,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,34118.263534822174,0.0,-199063.9999999948
16,2000000.0,34200.0,514.2857142857143,0.0,0.0,0.0,-6.245802394716865e-13,-1.0617864071018671e-13,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,3046.1215772942387,0.0,-199063.9999999948
17,752000.0,12859.2,193.37142857142857,918.8326068087126,181.74710903908604,59.72411944256632,0.0,0.0,83472.0,5425.68,16510.945054945056,239888.0,82281.584,199.67847116494718,0.0,-74788.33988055814
18,0.0,0.0,0.0,510.55345000887013,100.98859450724905,33.18597425057656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.185974250576564
19,0.0,0.0,0.0,549.1536241583206,108.62379378955792,35.69498557029084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.69498557029083
20,1166000.0,19938.600000000002,299.8285714285714,21.717570916771876,4.29578325826257,1.4116421095901721,1.171217105772228e-14,1.9910690798127875e-15,129426.0,8412.69,25600.747252747256,371954.0,127580.22200000001,254.8833756675822,0.0,-116052.9003578908
21,2000000.0,34200.0,514.2857142857143,0.0,0.0,0.0,-3.4777000054362936e-13,-5.912090009241699e-14,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,852.6644621361061,0.0,-199063.9999999948
