,Biomass,BiomassCost,BiomassTons,MeOHInput,MeOHLitersIn,MeOHCostIn,Elec,ElecRevenue,MeOH,MeOHRevenue,MeOHLiters,H2,H2Revenue,Heat,HeatRevenue,ObjectiveFunction
22,2000000.0,34200.0,514.2857142857143,1.1994779824546465e-13,2.3725938114487515e-14,7.796606885955202e-15,-1.615276417454714e-12,-2.745969909673014e-13,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,9204.752817448123,0.0,-199063.9999999948
23,2000000.0,34200.0,514.2857142857143,-1.1079279043496704e-13,-2.19150574486748e-14,-7.201531378272858e-15,-2.5478514410843694e-12,-4.331347449843428e-13,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,19764.522986074215,0.0,-199063.9999999948
24,2000000.0,34200.0,514.2857142857143,-6.6408165985723e-14,-1.3135681183989167e-14,-4.316530789071995e-15,-5.075965822538996e-12,-8.629141898316294e-13,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,63987.73091710858,0.0,-199063.9999999948
25,2000000.0,34200.0,514.2857142857143,-4.851484140572468e-13,-9.59634225607741e-14,-3.153464691372104e-14,-1.2975576061104968e-11,-2.205847930387845e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,134890.5888192041,0.0,-199063.9999999948
26,2000000.0,34200.0,514.2857142857143,2.805567341084694e-13,5.5494738614862087e-14,1.8236187717050514e-14,-1.1434260422165621e-11,-1.943824271768156e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,119834.85751289254,0.0,-199063.9999999948
27,2000000.0,34200.0,514.2857142857143,2.564478750006174e-12,5.072595329682543e-13,1.6669111875040133e-13,-1.790462797821087e-11,-3.043786756295848e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,205402.08496706394,0.0,-199063.9999999948
28,2000000.0,34200.0,514.2857142857143,3.7382762278748815e-12,7.394392538653613e-13,2.4298795481186733e-13,-1.573005096636824e-11,-2.6741086642826007e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,293361.69183943985,0.0,-199063.9999999948
29,2000000.0,34200.0,514.2857142857143,9.223457411609501e-12,1.8244201473513302e-12,5.995247317546176e-13,-1.8949948951228035e-11,-3.221491321708766e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,382269.1467520296,0.0,-199063.9999999948
30,2000000.0,34200.0,514.2857142857143,96.92386655064804,19.17175382320511,6.300051325792123,-1.4394739535278834e-11,-2.447105720997402e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,378233.66683236783,0.0,-199057.69994866903
31,2000000.0,34200.0,514.2857142857143,55.47552937813337,10.973181635235173,3.6059094095786692,-1.1282508828955914e-11,-1.9180265009225056e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,539839.3598328229,0.0,-199060.39409058524
32,2000000.0,34200.0,514.2857142857143,375.1714721237797,74.20974173876962,24.386145688045683,-1.24263859225683e-11,-2.1124856068366113e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,585755.1338519565,0.0,-199039.61385430675
33,2000000.0,34200.0,514.2857142857143,42020.06371442209,8311.660954501074,2731.304141437436,31233.999999999993,5309.779999999999,224134.0,14568.710000000001,44334.19780219781,576114.0,197607.102,730733.5127147429,0.0,-180554.28785855914
34,2000000.0,34200.0,514.2857142857143,8498.88827419336,1681.0987795107746,552.4277378225684,-2.1817249251812536e-11,-3.7089323728081315e-12,222000.0,14430.0,43912.08791208792,638000.0,218834.00000000003,656564.3682713385,0.0,-198511.57226217218
35,80000.0,1368.0,20.571428571428573,1.2750830820189191e-12,2.5221423600374227e-13,8.288040033122974e-14,-4.289901767151605e-13,-7.292833004157728e-14,8880.0,577.2,1756.4835164835167,25520.0,8753.36,27919.921857450416,0.0,-7962.560000000008
