,Biomass,BiomassCost,BiomassTons,MeOHInput,MeOHLitersIn,MeOHCostIn,Elec,ElecRevenue,MeOH,MeOHRevenue,MeOHLiters,H2,H2Revenue,Heat,HeatRevenue,ObjectiveFunction
0,2000000.0,34200.0,514.2857142857143,53904.038349693335,10662.337255983299,8182.633021483448,28980.000000000007,4926.600000000001,224040.0,34009.272,44315.6043956044,579942.0,139244.0742,803754.7466227438,0.0,-135797.3131785208
1,2000000.0,34200.0,514.2857142857143,91212.43246634121,18042.019608726834,13846.047248390594,94668.00000000001,16093.560000000003,228588.0,34699.6584,45215.208791208795,449152.0,107841.3952,895510.8956210515,0.0,-110588.56635161382
2,2000000.0,34200.0,514.2857142857143,36793.061922348235,7277.748512112838,5585.186799812462,26404.000000000015,4488.680000000003,223804.0,33973.447199999995,44268.92307692308,585684.0,140622.7284,748116.8198797455,0.0,-139299.66880019088
3,2000000.0,34200.0,514.2857142857143,60963.13227464061,12058.641548830012,9254.203479290443,25116.000000000015,4269.720000000003,224676.0,34105.8168,44441.406593406595,578028.0,138784.5228,772298.0896981158,0.0,-133705.85612071396
4,2000000.0,34200.0,514.2857142857143,46827.96389106556,9262.674176254728,7108.484918663752,60536.0,10291.12,226496.0,34382.0928,44801.406593406595,514228.0,123466.1428,764895.2269241434,0.0,-126830.87068134068
5,2000000.0,34200.0,514.2857142857143,25592.44278068202,5062.2414291458945,3884.9328141075302,322.0000000000159,54.74000000000271,222022.0,33702.9396,43916.43956043956,637362.0,153030.61620000002,597482.4742822893,0.0,-148703.3629858944
6,2000000.0,34200.0,514.2857142857143,3098.524843243308,612.8950239382368,470.35607120433417,6.468692854567126e-12,1.0996777852764116e-12,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,510093.0783787426,0.0,-152213.04392879692
7,2000000.0,34200.0,514.2857142857143,6719.121989435361,1329.0570968113902,1019.9627179962877,6.634599154035987e-12,1.1278818561861178e-12,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,507559.4180471637,0.0,-151663.43728200506
8,2000000.0,34200.0,514.2857142857143,96.39475160387049,19.067093723842515,14.632723293467539,6.574405460586157e-12,1.1176489282996469e-12,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,381619.2929349855,0.0,-152668.76727670772
9,2000000.0,34200.0,514.2857142857143,-5.842828147401386e-13,-1.155724248936538e-13,-8.869413127755303e-14,4.879162510129941e-12,8.294576267220901e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,325708.37150017987,0.0,-152683.4000000012
10,2000000.0,34200.0,514.2857142857143,93.64733696038579,18.5236490690873,14.215665750586561,4.7858823984727184e-12,8.136000077403622e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,360288.9553865988,0.0,-152669.18433425057
11,2000000.0,34200.0,514.2857142857143,-3.5956964454646244e-13,-7.112366595424532e-14,-5.4582672042152995e-14,4.1115965876962006e-12,6.989714199083542e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,195841.12759485448,0.0,-152683.4000000012
12,2000000.0,34200.0,514.2857142857143,-5.837436779109257e-13,-1.1546578244391937e-13,-8.861229030687852e-14,3.700077599726792e-12,6.290131919535546e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,240589.22844762655,0.0,-152683.4000000012
13,2000000.0,34200.0,514.2857142857143,-2.0491185112072663e-13,-4.053201450739648e-14,-3.11056190001263e-14,1.8542609952841197e-12,3.152243691983004e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,70181.73639348058,0.0,-152683.4000000012
14,2000000.0,34200.0,514.2857142857143,-9.709671585617754e-14,-1.9205943795727428e-14,-1.473928146696775e-14,2.2619136178046718e-12,3.8452531502679423e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,58897.87971896104,0.0,-152683.4000000012
15,2000000.0,34200.0,514.2857142857143,0.0,0.0,0.0,1.7712861198507252e-12,3.011186403746233e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,34118.26353482218,0.0,-152683.4000000012
16,2000000.0,34200.0,514.2857142857143,0.0,0.0,0.0,2.8117283947365574e-13,4.779938271052148e-14,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,3046.1215772942387,0.0,-152683.4000000012
17,752000.0,12859.2,193.37142857142857,918.8326068087126,181.74710903908604,139.47878971356258,6.586713008865317e-14,1.119741211507104e-14,83472.0,12671.049599999998,16510.945054945056,239888.0,57597.1088,199.67847116494718,0.0,-57269.479610286515
18,0.0,0.0,0.0,510.55345000887013,100.98859450724905,77.50201371134648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.50201371134648
19,0.0,0.0,0.0,549.1536241583206,108.62379378955792,83.36152014723305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.36152014723305
20,1166000.0,19938.600000000002,299.8285714285714,21.717570916771876,4.29578325826257,3.2967272651659707,6.73031045877404e-14,1.1441527779915869e-14,129426.0,19646.8668,25600.747252747256,371954.0,89306.1554,254.8833756675822,0.0,-89011.12547273637
21,2000000.0,34200.0,514.2857142857143,0.0,0.0,0.0,6.544881762540301e-14,1.1126298996318514e-14,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,852.6644621361061,0.0,-152683.4000000012
22,2000000.0,34200.0,514.2857142857143,-9.376628600150699e-14,-1.854717745084754e-14,-1.423372221502876e-14,9.208710998885646e-13,1.56548086981056e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,9204.752817448123,0.0,-152683.4000000012
23,2000000.0,34200.0,514.2857142857143,0.0,0.0,0.0,2.3818575389901533e-12,4.0491578162832607e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,19764.522986074215,0.0,-152683.4000000012
24,2000000.0,34200.0,514.2857142857143,-2.784451485645247e-13,-5.5077062353422474e-14,-4.226797355209485e-14,4.231036046484626e-12,7.192761279023865e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,63987.73091710858,0.0,-152683.4000000012
25,2000000.0,34200.0,514.2857142857143,-1.9083275043846134e-13,-3.774713744936598e-14,-2.896841151655843e-14,3.5773273948885963e-12,6.081456571310615e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,134890.58881920413,0.0,-152683.4000000012
26,2000000.0,34200.0,514.2857142857143,-3.833355719224477e-13,-7.582461862202263e-14,-5.819033981782756e-14,4.401467964481189e-12,7.482495539618022e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,119834.85751289254,0.0,-152683.4000000012
27,2000000.0,34200.0,514.2857142857143,-3.926772625264486e-13,-7.767242555468215e-14,-5.96084084515149e-14,4.175297836929591e-12,7.098006322780305e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,205402.08496706394,0.0,-152683.4000000012
28,2000000.0,34200.0,514.2857142857143,-9.094885584508524e-13,-1.7989883573753126e-13,-1.3806036317283938e-13,4.756217792606083e-12,8.085570247430341e-13,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,293361.69183943985,0.0,-152683.4000000012
29,2000000.0,34200.0,514.2857142857143,-1.2701718637552928e-13,-2.512427862373107e-14,-1.9281208891805342e-14,6.463340818601503e-12,1.0987679391622556e-12,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,382269.1467520296,0.0,-152683.4000000012
30,2000000.0,34200.0,514.2857142857143,96.92386655063815,19.171753823203154,14.71304294238687,5.897063668971094e-12,1.0025008237250862e-12,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,378233.66683236783,0.0,-152668.68695705882
31,2000000.0,34200.0,514.2857142857143,55.47552937811672,10.97318163523188,8.421185359598118,6.706281425683814e-12,1.1400678423662486e-12,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,539839.359832823,0.0,-152674.9788146416
32,2000000.0,34200.0,514.2857142857143,375.1714721237492,74.20974173876358,56.95102946838512,7.158975882732257e-12,1.2170259000644837e-12,222000.0,33699.6,43912.08791208792,638000.0,153183.80000000002,585755.1338519565,0.0,-152626.44897053274
